filename,fundamental_hz,fundamental_note,dual_horn
mazda_mazda6_2023.wav,479.11376953125,A#5 (+47 cents),
volkswagen_taos_2023.wav,398.3642578125,G4 (+27 cents),
bmw_3_series_2023.wav,398.3642578125,G4 (+27 cents),
honda_accord_2023.wav,403.74755859375,G#4 (-48 cents),
audi_r8_2023.wav,236.865234375,A#4 (+27 cents),
bmw_i4_2023.wav,500.64697265625,B5 (+23 cents),
chevrolet_suburban_2023.wav,500.64697265625,B5 (+23 cents),
subaru_brz_2023.wav,355.2978515625,F4 (+29 cents),
nissan_versa_2023.wav,344.53125,F4 (-23 cents),
lexus_ux_2023.wav,419.8974609375,G#4 (+19 cents),
bmw_x7_2023.wav,446.81396484375,A5 (+26 cents),
toyota_sequoia_2023.wav,409.130859375,G#4 (-25 cents),
mercedes_e-class_2023.wav,274.54833984375,C#4 (-16 cents),
kia_k5_2023.wav,629.84619140625,D#5 (+20 cents),
kia_ev9_2023.wav,43.06640625,F1 (-23 cents),
chevrolet_bolt_2023.wav,430.6640625,A5 (-37 cents),
ford_f-250_2023.wav,484.4970703125,B5 (-33 cents),619.07958984375
honda_nsx_2023.wav,430.6640625,A5 (-37 cents),
hyundai_elantra_2023.wav,732.12890625,F#5 (-18 cents),
chevrolet_silverado_2023.wav,500.64697265625,B5 (+23 cents),
tesla_model_x.wav,403.74755859375,G#4 (-48 cents),
chevrolet_impala_2023.wav,414.51416015625,G#4 (-3 cents),
tesla_model_y.wav,253.01513671875,B4 (+42 cents),
kia_k8_2023.wav,204.5654296875,G#3 (-25 cents),
mercedes_g-class_2023.wav,59.21630859375,A#2 (+27 cents),
bmw_2_series_2023.wav,409.130859375,G#4 (-25 cents),
kia_telluride_2023.wav,511.41357421875,C5 (-39 cents),
subaru_impreza_2023.wav,403.74755859375,G#4 (-48 cents),
bmw_x1_2023.wav,506.0302734375,B5 (+42 cents),
mercedes_gle_2023.wav,247.6318359375,B4 (+4 cents),
audi_tt_2023.wav,511.41357421875,C5 (-39 cents),
hyundai_palisade_2023.wav,495.263671875,B5 (+4 cents),
lexus_gx_2023.wav,570.6298828125,D5 (-49 cents),441.4306640625
nissan_frontier_2023.wav,500.64697265625,B5 (+23 cents),
chevrolet_camaro_2023.wav,409.130859375,G#4 (-25 cents),
nissan_ariya_2023.wav,242.24853515625,B4 (-33 cents),
lexus_rx_2023.wav,506.0302734375,B5 (+42 cents),
mazda_mx-30_2023.wav,409.130859375,G#4 (-25 cents),
subaru_wrx_2023.wav,403.74755859375,G#4 (-48 cents),
subaru_outback_2023.wav,253.01513671875,B4 (+42 cents),
mercedes_a-class_2023.wav,403.74755859375,G#4 (-48 cents),
ford_mustang_2023.wav,409.130859375,G#4 (-25 cents),
subaru_svx_2023.wav,511.41357421875,C5 (-39 cents),667.529296875
honda_cr-z_2023.wav,613.6962890625,D#5 (-23 cents),
lexus_lfa_2023.wav,527.5634765625,C5 (+14 cents),409.130859375
subaru_levorg_2023.wav,473.73046875,A#5 (+27 cents),355.2978515625
subaru_baja_2023.wav,473.73046875,A#5 (+27 cents),355.2978515625
bmw_5_series_2023.wav,430.6640625,A5 (-37 cents),
volkswagen_cc_2023.wav,403.74755859375,G#4 (-48 cents),
ford_edge_2023.wav,419.8974609375,G#4 (+19 cents),
lexus_tx_2023.wav,500.64697265625,B5 (+23 cents),
kia_seltos_2023.wav,430.6640625,A5 (-37 cents),
bmw_ix_2023.wav,371.44775390625,F#4 (+6 cents),
mercedes_eqs_2023.wav,263.78173828125,C4 (+14 cents),
lexus_ls_2023.wav,586.77978515625,D5 (-1 cents),
toyota_sienna_2023.wav,53.8330078125,A2 (-37 cents),
tesla_cybertruck.wav,419.8974609375,G#4 (+19 cents),
mazda_rx-8_2023.wav,511.41357421875,C5 (-39 cents),667.529296875
audi_a4_2023.wav,430.6640625,A5 (-37 cents),
